afla	afum	anid	anig	myID
F9C07_10055	Afu2g05800	AN7471	An02g14550	myID1363
F9C07_10056	Afu2g05810	AN7470	An02g14540	myID1364
F9C07_2277210	Afu2g05820	AN7469	An02g14530	myID1365
F9C07_2225446	Afu2g05830	AN7468	An02g14490	myID1366
F9C07_2198012	Afu2g05840	AN7466	An02g14470	myID1367
F9C07_10060	Afu2g05850	AN7465	An02g14460	myID1368
F9C07_2277214	Afu2g05860	AN7464	An02g14450	myID1369
F9C07_2127334	Afu2g05880	AN7463	An02g14410	myID1370
F9C07_10063	Afu2g05890	AN7462	An02g14400	myID1371
F9C07_10064	Afu2g05900	AN7461	An02g14390	myID1372
F9C07_2277218	Afu2g05910	AN7459	An02g14380	myID1373
F9C07_1208615	Afu2g05930	AN7458	An02g14360	myID1374
F9C07_1208201	Afu2g05940	AN7457	An02g14350	myID1375
F9C07_10069	Afu2g05960	AN7456	An02g14330	myID1376
F9C07_2277223	Afu2g05970	AN7455	An02g14310	myID1377
F9C07_2277224	Afu2g05980	AN7454	An02g14280	myID1378
F9C07_10072	Afu2g05990	AN7453	An02g14270	myID1379
F9C07_2079272	Afu2g06000	AN7451	An02g14590	myID1380
F9C07_2198025	Afu2g06020	AN7450	An02g14600	myID1381
F9C07_2277227	Afu2g06040	AN10942	An02g14620	myID1382
F9C07_2277229	Afu2g06070	AN7447	An02g14650	myID1383
F9C07_2079283	Afu2g06080	AN7444	An02g14670	myID1384
F9C07_10081	Afu2g06090	AN10941	An02g14685	myID1385
F9C07_10082	Afu2g06100	AN7443	An02g14710	myID1386
F9C07_2225472	Afu2g06110	AN7441	An02g14750	myID1387
F9C07_1210113	Afu2g06120	AN7433	An02g14760	myID1388
F9C07_1210276	Afu2g06130	AN7434	An02g14770	myID1389
F9C07_2277231	Afu2g06140	AN7435	An02g14790	myID1390
F9C07_2277232	Afu2g06150	AN7436	An02g14800	myID1391
F9C07_1210363	Afu2g06170	AN7437	An02g14810	myID1392
F9C07_1211507	Afu2g06180	AN7438	An02g14820	myID1393
F9C07_10092	Afu2g06190	AN7439	An02g14830	myID1394
F9C07_10093	Afu2g06200	AN7440	An02g14840	myID1395
F9C07_10094	Afu2g06205	AN10967	An02g14850	myID1396
F9C07_2127449	Afu2g06220	AN7431	An02g14870	myID1397
F9C07_2127451	Afu2g06230	AN7430	An02g14890	myID1398
F9C07_1211802	Afu2g06240	AN7429	An02g14880	myID1399
F9C07_10099	Afu2g06250	AN7428	An02g14910	myID1400
F9C07_2057828	Afu2g06280	AN7426	An02g14930	myID1401
F9C07_1210526	Afu2g06295	AN7425	An02g14940	myID1402
F9C07_10104	Afu2g06310	AN7424	An02g14950	myID1403
F9C07_1211319	Afu2g06320	AN7423	An02g14980	myID1404
F9C07_2277249	Afu2g06330	AN7422	An02g14990	myID1405
F9C07_2146658	Afu2g07470	AN5807	An05g00010	myID1406
F9C07_1892513	Afu2g07480	AN5808	An05g00020	myID1407
F9C07_6063	Afu2g07490	AN10737	An05g00040	myID1408
F9C07_6062	Afu2g07500	AN5810	An05g00050	myID1409
F9C07_2229912	Afu2g07510	AN5811	An05g00060	myID1410
F9C07_2281170	Afu2g07520	AN5812	An05g00070	myID1411
F9C07_6059	Afu2g07530	AN5813	An05g00080	myID1412
F9C07_2281169	Afu2g07540	AN5814	An05g00090	myID1413
F9C07_2146643	Afu2g07560	AN5816	An05g00110	myID1414
F9C07_2063342	Afu2g07570	AN5817	An05g00120	myID1415
F9C07_6054	Afu2g07590	AN5818	An05g00130	myID1416
F9C07_6053	Afu2g07600	AN5819	An05g00140	myID1417
F9C07_2281163	Afu2g07620	AN5820	An05g00160	myID1418
F9C07_6050	Afu2g07630	AN5821	An05g00170	myID1419
F9C07_2062802	Afu2g07640	AN5826	An05g00180	myID1420
F9C07_6048	Afu2g07660	AN10741	An05g00190	myID1421
F9C07_2229898	Afu2g07670	AN5824	An05g00200	myID1422
F9C07_2281159	Afu2g07680	AN5823	An05g00220	myID1423
F9C07_2281158	Afu2g07690	AN5822	An05g00280	myID1424
F9C07_2281157	Afu2g07710	AN5827	An05g00290	myID1425
F9C07_6043	Afu2g07720	AN5828	An05g00300	myID1426
F9C07_6042	Afu2g07730	AN5829	An05g00310	myID1427
F9C07_6038	Afu2g07770	AN5832	An05g00370	myID1428
F9C07_2281150	Afu2g07780	AN5833	An05g00390	myID1429
F9C07_6036	Afu2g07800	AN5834	An05g00400	myID1430
F9C07_2281148	Afu2g07810	AN10745	An05g00410	myID1431
F9C07_2062105	Afu2g07820	AN10746	An05g00420	myID1432
F9C07_2103898	Afu2g07870	AN10747	An05g00440	myID1433
F9C07_2146451	Afu2g07900	AN5836	An05g00480	myID1434
F9C07_6029	Afu2g07920	AN5837	An05g00500	myID1435
F9C07_1889305	Afu2g07940	AN5838	An05g00510	myID1436
F9C07_2063002	Afu2g07950	AN5839	An05g00520	myID1437
F9C07_2281138	Afu2g07960	AN10734	An05g00530	myID1438
F9C07_6024	Afu2g07970	AN10740	An05g00540	myID1439
F9C07_2062295	Afu2g08010	AN5848	An05g00570	myID1440
F9C07_1885513	Afu2g08040	AN5849	An05g00605	myID1441
F9C07_2086503	Afu2g08060	AN12480	An05g00628	myID1442
F9C07_2146418	Afu2g08070	AN5856	An05g00640	myID1443
F9C07_6016	Afu2g08080	AN5857	An05g00670	myID1444
F9C07_1886536	Afu2g08090	AN10751	An05g00690	myID1445
F9C07_1883351	Afu2g08120	AN5864	An05g00730	myID1446
F9C07_6012	Afu2g08130	AN6181	An05g00750	myID1447
F9C07_2063422	Afu2g08140	AN6180	An05g00760	myID1448
F9C07_1885242	Afu2g08150	AN6179	An05g00770	myID1449
F9C07_2229861	Afu2g08170	AN6178	An05g00780	myID1450
F9C07_2281128	Afu2g08180	AN6177	An05g00790	myID1451
F9C07_6009	Afu2g08190	AN6176	An05g00810	myID1452
F9C07_6008	Afu2g08210	AN6175	An05g00820	myID1453
F9C07_6007	Afu2g08220	AN6174	An05g00830	myID1454
F9C07_2220120	Afu2g08240	AN6173	An05g00870	myID1455
F9C07_1884458	Afu2g08260	AN6167	An05g00950	myID1456
F9C07_6001	Afu2g08280	AN6168	An05g00930	myID1457
F9C07_6000	Afu2g08290	AN6169	An05g00900	myID1458
F9C07_1883416	Afu2g08300	AN6170	An05g00880	myID1459
F9C07_5997	Afu2g08320	AN6171	An05g00960	myID1460
F9C07_5996	Afu2g08340	AN6172	An05g00970	myID1461
F9C07_1880892	Afu2g08360	AN6157	An12g03570	myID1462
F9C07_2201065	Afu2g08380	AN6159	An12g03600	myID1463
F9C07_2229835	Afu2g08390	AN6160	An12g03620	myID1464
F9C07_5985	Afu2g08410	AN6161	An12g03650	myID1465
F9C07_1880649	Afu2g08420	AN6162	An12g03660	myID1466
F9C07_2281103	Afu2g08440	AN6164	An12g03700	myID1467
F9C07_2103849	Afu2g08450	AN6166	An12g03710	myID1468
F9C07_2146260	Afu2g08460	AN6165	An12g03720	myID1469
F9C07_5979	Afu2g08470	AN6150	An12g03830	myID1470
F9C07_2281099	Afu2g08480	AN6149	An12g03850	myID1471
F9C07_2229823	Afu2g08520	AN6146	An12g03890	myID1472
F9C07_2103842	Afu2g08540	AN12045	An12g03900	myID1473
F9C07_2229821	Afu2g08550	AN6145	An12g03910	myID1474
F9C07_2281097	Afu2g08560	AN6143	An12g03920	myID1475
F9C07_2201050	Afu2g08580	AN6141	An12g03940	myID1476
F9C07_2062897	Afu2g08590	AN6140	An12g03950	myID1477
F9C07_5969	Afu2g08600	AN6139	An12g03960	myID1478
F9C07_1880593	Afu2g08620	AN6138	An12g03970	myID1479
F9C07_2229813	Afu2g08630	AN12044	An12g03980	myID1480
F9C07_1880770	Afu2g08640	AN6137	An12g03990	myID1481
F9C07_2229811	Afu2g08650	AN6136	An12g04000	myID1482
F9C07_1879627	Afu2g08660	AN6132	An12g04010	myID1483
F9C07_2281090	Afu2g08670	AN6126	An12g04020	myID1484
F9C07_2063752	Afu2g08690	AN6125	An12g04030	myID1485
F9C07_2281088	Afu2g08700	AN6124	An12g04050	myID1486
F9C07_5958	Afu2g08730	AN6123	An12g04060	myID1487
F9C07_1879384	Afu2g08780	AN6120	An12g04140	myID1488
F9C07_5951	Afu2g08790	AN6119	An12g04170	myID1489
F9C07_2229796	Afu2g08800	AN6118	An12g04180	myID1490
F9C07_5948	Afu2g08820	AN6116	An12g04450	myID1491
F9C07_1879328	Afu2g08830	AN6115	An12g04470	myID1492
F9C07_2201030	Afu2g08840	AN6114	An12g04490	myID1493
F9C07_2281073	Afu2g08850	AN6112	An12g04500	myID1494
F9C07_2281072	Afu2g08860	AN6111	An12g04560	myID1495
F9C07_2281071	Afu2g08870	AN6110	An12g04570	myID1496
F9C07_2229788	Afu2g08880	AN6109	An12g04580	myID1497
F9C07_5937	Afu2g08890	AN6108	An12g04590	myID1498
F9C07_5936	Afu2g08900	AN6107	An12g04600	myID1499
F9C07_2262897	Afu2g08910	AN6063	An12g04620	myID1500
F9C07_2281066	Afu2g08920	AN6064	An12g04640	myID1501
F9C07_2281065	Afu2g08940	AN6065	An12g04650	myID1502
F9C07_2063211	Afu2g08950	AN6066	An12g04655	myID1503
F9C07_2281063	Afu2g08990	AN6067	An12g04670	myID1504
F9C07_2281062	Afu2g09000	AN6068	An12g04680	myID1505
F9C07_5926	Afu2g09010	AN6069	An12g04690	myID1506
F9C07_5924	Afu2g09040	AN12017	An12g04710	myID1507
F9C07_2281059	Afu2g09060	AN6070	An12g04720	myID1508
F9C07_1872800	Afu2g09070	AN6071	An12g04730	myID1509
F9C07_2281058	Afu2g09080	AN6072	An12g04740	myID1510
F9C07_2281057	Afu2g09090	AN6073	An12g04750	myID1511
F9C07_2281056	Afu2g09100	AN6074	An12g04760	myID1512
F9C07_5916	Afu2g09120	AN6076	An12g04770	myID1513
F9C07_5913	Afu2g09130	AN6077	An12g04780	myID1514
F9C07_5911	Afu2g09150	AN6078	An12g04800	myID1515
F9C07_5910	Afu2g09160	AN10771	An12g04810	myID1516
F9C07_5909	Afu2g09170	AN10769	An12g04820	myID1517
F9C07_5908	Afu2g09180	AN6080	An12g04830	myID1518
F9C07_2281051	Afu2g09190	AN6081	An12g04840	myID1519
F9C07_2281050	Afu2g09200	AN6082	An12g04860	myID1520
F9C07_2201010	Afu2g09210	AN6083	An12g04870	myID1521
F9C07_2062926	Afu2g09220	AN6084	An12g04880	myID1522
F9C07_2210566	Afu2g09230	AN6085	An12g04910	myID1523
F9C07_2281049	Afu2g09240	AN6086	An12g04920	myID1524
F9C07_5904	Afu2g09250	AN6087	An12g04930	myID1525
F9C07_2281047	Afu2g09282	AN6088	An12g04900	myID1526
F9C07_2281046	Afu2g09290	AN6089	An12g04940	myID1527
F9C07_2281044	Afu2g09310	AN11499	An12g04950	myID1528
F9C07_5899	Afu2g09320	AN6090	An12g04960	myID1529
F9C07_1872738	Afu2g09340	AN6091	An12g04970	myID1530
F9C07_2281031	Afu2g09440	AN6093	An12g05010	myID1531
F9C07_2281030	Afu2g09450	AN6095	An16g06950	myID1532
F9C07_5858	Afu2g09470	AN6059	An16g06820	myID1533
F9C07_2145793	Afu2g09490	AN6060	An16g06845	myID1534
F9C07_5861	Afu2g09500	AN6061	An16g06860	myID1535
F9C07_2145801	Afu2g09510	AN6104	An16g06890	myID1536
F9C07_5857	Afu2g09530	AN6058	An16g06810	myID1537
F9C07_5854	Afu2g09540	AN6057	An16g06420	myID1538
F9C07_5852	Afu2g09550	AN6055	An16g06410	myID1539
F9C07_1868841	Afu2g09560	AN6054	An16g06400	myID1540
F9C07_5851	Afu2g09570	AN6053	An16g06390	myID1541
F9C07_2280993	Afu2g09620	AN6051	An16g05650	myID1542
F9C07_2280992	Afu2g09630	AN6050	An16g05640	myID1543
F9C07_2280991	Afu2g09640	AN6049	An16g05580	myID1544
F9C07_5829	Afu2g09650	AN6048	An16g05570	myID1545
F9C07_1868062	Afu2g09670	AN6047	An16g05560	myID1546
F9C07_1867214	Afu2g09680	AN6046	An16g05550	myID1547
F9C07_1865673	Afu2g09700	AN6045	An16g05520	myID1548
F9C07_5819	Afu2g09710	AN6044	An16g05510	myID1549
F9C07_2229671	Afu2g09720	AN6043	An16g05500	myID1550
F9C07_2062668	Afu2g09740	AN6041	An16g05460	myID1551
F9C07_5812	Afu2g09750	AN6040	An16g05450	myID1552
F9C07_5811	Afu2g09760	AN6039	An16g05440	myID1553
F9C07_1865661	Afu2g09780	AN6038	An16g05430	myID1554
F9C07_5809	Afu2g09790	AN6037	An16g05420	myID1555
F9C07_2280965	Afu2g09800	AN6036	An16g05400	myID1556
F9C07_2280964	Afu2g09810	AN6035	An16g05390	myID1557
F9C07_2280963	Afu2g09820	AN6034	An16g05380	myID1558
F9C07_5802	Afu2g09830	AN6033	An16g05370	myID1559
F9C07_2200960	Afu2g09840	AN6032	An16g05350	myID1560
F9C07_1866164	Afu2g09850	AN6031	An16g05340	myID1561
F9C07_2280960	Afu2g09860	AN10767	An16g05290	myID1562
F9C07_5798	Afu2g09870	AN10765	An16g05260	myID1563
F9C07_2280957	Afu2g09890	AN6015	An16g05190	myID1564
F9C07_5794	Afu2g09900	AN12350	An16g05160	myID1565
F9C07_2280953	Afu2g09910	AN6014	An16g05150	myID1566
F9C07_1865539	Afu2g09930	AN6013	An16g05130	myID1567
F9C07_5790	Afu2g09940	AN6012	An16g05120	myID1568
F9C07_5789	Afu2g09960	AN6010	An16g05090	myID1569
F9C07_1864869	Afu2g09990	AN6009	An16g05070	myID1570
F9C07_5787	Afu2g10000	AN6007	An16g05060	myID1571
F9C07_2062827	Afu2g10010	AN6006	An16g05050	myID1572
F9C07_5785	Afu2g10020	AN6005	An16g05030	myID1573
F9C07_2145511	Afu2g10030	AN6004	An16g05020	myID1574
F9C07_5782	Afu2g10070	AN5999	An16g04970	myID1575
F9C07_5781	Afu2g10080	AN5998	An16g04950	myID1576
F9C07_5780	Afu2g10090	AN5997	An16g04940	myID1577
F9C07_5779	Afu2g10100	AN5996	An16g04930	myID1578
F9C07_5778	Afu2g10110	AN5995	An16g04920	myID1579
F9C07_5777	Afu2g10120	AN5994	An16g04910	myID1580
F9C07_2229635	Afu2g10130	AN5993	An16g04900	myID1581
F9C07_2062672	Afu2g10140	AN5992	An16g04890	myID1582
F9C07_2280938	Afu2g10150	AN5991	An16g04880	myID1583
F9C07_2280937	Afu2g10160	AN5990	An16g04830	myID1584
F9C07_5772	Afu2g10170	AN5989	An16g04820	myID1585
F9C07_2145462	Afu2g10190	AN5988	An16g04790	myID1586
F9C07_2220001	Afu2g10205	AN5987	An16g04780	myID1587
F9C07_2280932	Afu2g10220	AN5986	An16g04770	myID1588
F9C07_2280931	Afu2g10230	AN5985	An16g04760	myID1589
F9C07_2280930	Afu2g10240	AN5984	An16g04750	myID1590
F9C07_2280929	Afu2g10260	AN5983	An16g04730	myID1591
F9C07_2280927	Afu2g10270	AN5982	An16g04720	myID1592
F9C07_2280925	Afu2g10280	AN5977	An16g04710	myID1593
F9C07_5761	Afu2g10290	AN5978	An16g04700	myID1594
F9C07_5759	Afu2g10310	AN5980	An16g04680	myID1595
F9C07_2229618	Afu2g10320	AN5981	An16g04670	myID1596
F9C07_2229617	Afu2g10330	AN5949	An16g04660	myID1597
F9C07_2145430	Afu2g10340	AN5950	An16g04650	myID1598
F9C07_5754	Afu2g10350	AN5951	An16g04640	myID1599
F9C07_5753	Afu2g10360	AN5952	An16g04630	myID1600
F9C07_2145379	Afu2g10370	AN5953	An16g04600	myID1601
F9C07_5750	Afu2g10380	AN5954	An16g04580	myID1602
F9C07_1858774	Afu2g10400	AN5955	An02g06180	myID1603
F9C07_2219990	Afu2g10420	AN5957	An02g06150	myID1604
F9C07_5745	Afu2g10430	AN10758	An02g06140	myID1605
F9C07_5744	Afu2g10440	AN5960	An02g06130	myID1606
F9C07_5743	Afu2g10450	AN5959	An02g06120	myID1607
F9C07_1856955	Afu2g10460	AN10756	An02g06080	myID1608
F9C07_5739	Afu2g10470	AN5961	An02g06070	myID1609
F9C07_1862679	Afu2g10480	AN5962	An02g06060	myID1610
F9C07_2280903	Afu2g10500	AN9468	An02g06050	myID1611
F9C07_2280902	Afu2g10510	AN9469	An02g06040	myID1612
F9C07_2229599	Afu2g10520	AN9470	An02g06030	myID1613
F9C07_5734	Afu2g10540	AN5965	An02g06010	myID1614
F9C07_2280898	Afu2g10550	AN5966	An02g06000	myID1615
F9C07_1858180	Afu2g10560	AN5968	An02g05920	myID1616
F9C07_5730	Afu2g10580	AN5969	An02g05900	myID1617
F9C07_2280894	Afu2g10590	AN5970	An02g05890	myID1618
F9C07_2280893	Afu2g10600	AN5971	An02g05880	myID1619
F9C07_5727	Afu2g10610	AN5972	An02g05870	myID1620
F9C07_5722	Afu2g10620	AN5973	An02g05860	myID1621
F9C07_2145300	Afu2g10640	AN10763	An02g05850	myID1622
F9C07_5724	Afu2g10650	AN10764	An02g05840	myID1623
F9C07_2280890	Afu2g10660	AN5975	An02g05830	myID1624
F9C07_5720	Afu2g10690	AN5935	An02g02480	myID1625
F9C07_5718	Afu2g10710	AN12161	An02g02490	myID1626
F9C07_5717	Afu2g10720	AN5933	An02g02500	myID1627
F9C07_5709	Afu2g10730	AN10755	An02g02510	myID1628
F9C07_1856656	Afu2g10740	AN10762	An02g02520	myID1629
F9C07_5711	Afu2g10750	AN5931	An02g02530	myID1630
F9C07_2229572	Afu2g10760	AN5930	An02g02540	myID1631
F9C07_1856346	Afu2g10770	AN5929	An02g02600	myID1632
F9C07_5702	Afu2g10790	AN5927	An02g02620	myID1633
F9C07_5701	Afu2g10800	AN5926	An02g02640	myID1634
F9C07_5700	Afu2g10810	AN10754	An02g02650	myID1635
F9C07_1856175	Afu2g10820	AN10757	An02g02680	myID1636
F9C07_1856174	Afu2g10850	AN5924	An02g02690	myID1637
F9C07_5696	Afu2g10855	AN10753	An02g02700	myID1638
F9C07_5695	Afu2g10860	AN10760	An02g02710	myID1639
F9C07_5694	Afu2g10870	AN12159	An02g02720	myID1640
F9C07_5693	Afu2g10880	AN12158	An02g02730	myID1641
F9C07_5692	Afu2g10890	AN5920	An02g02740	myID1642
F9C07_2280858	Afu2g10910	AN5917	An02g02810	myID1643
F9C07_2280857	Afu2g10920	AN5916	An02g02820	myID1644
F9C07_2280856	Afu2g10930	AN5915	An02g02830	myID1645
F9C07_2231274	Afu2g10950	AN5914	An02g02840	myID1646
F9C07_7262	Afu2g10960	AN5913	An02g02870	myID1647
F9C07_7267	Afu2g10980	AN5912	An02g02880	myID1648
F9C07_7266	Afu2g10990	AN5911	An02g02890	myID1649
F9C07_1448878	Afu2g11000	AN5910	An02g02900	myID1650
F9C07_2282369	Afu2g11010	AN5909	An02g02910	myID1651
F9C07_7274	Afu2g11020	AN5908	An02g02920	myID1652
F9C07_2282366	Afu2g11040	AN5906	An02g02940	myID1653
F9C07_7271	Afu2g11060	AN5904	An02g02960	myID1654
F9C07_2231283	Afu2g11070	AN5903	An02g02970	myID1655
F9C07_7269	Afu2g11080	AN5902	An02g02980	myID1656
F9C07_7268	Afu2g11090	AN5901	An02g02990	myID1657
F9C07_7263	Afu2g11100	AN5900	An02g03000	myID1658
F9C07_7264	Afu2g11110	AN5899	An02g03010	myID1659
F9C07_2282370	Afu2g11130	AN5898	An02g03090	myID1660
F9C07_2282371	Afu2g11140	AN5897	An02g03110	myID1661
F9C07_7278	Afu2g11150	AN5895	An02g03120	myID1662
F9C07_1449599	Afu2g11170	AN5892	An02g03140	myID1663
F9C07_2282376	Afu2g11180	AN5893	An02g03160	myID1664
F9C07_2231295	Afu2g11190	AN5894	An02g03180	myID1665
F9C07_2282378	Afu2g11210	AN5891	An02g03210	myID1666
F9C07_7285	Afu2g11230	AN5889	An02g03230	myID1667
F9C07_2282380	Afu2g11240	AN5888	An02g03240	myID1668
F9C07_7288	Afu2g11260	AN5886	An02g03250	myID1669
F9C07_2152754	Afu2g11270	AN5885	An02g03260	myID1670
F9C07_2282385	Afu2g11300	AN5883	An02g03270	myID1671
F9C07_2220973	Afu2g11310	AN5882	An02g03280	myID1672
F9C07_1451555	Afu2g11320	AN5881	An02g03290	myID1673
F9C07_2202065	Afu2g11330	AN5880	An02g03300	myID1674
F9C07_2152796	Afu2g11340	AN5879	An02g03310	myID1675
F9C07_7297	Afu2g11350	AN5878	An02g03320	myID1676
F9C07_7298	Afu2g11360	AN5877	An02g03330	myID1677
F9C07_2243124	Afu2g11370	AN5876	An02g03340	myID1678
F9C07_2282392	Afu2g11380	AN5875	An02g03350	myID1679
F9C07_2105274	Afu2g11400	AN5874	An02g03360	myID1680
F9C07_7306	Afu2g11430	AN5873	An02g03390	myID1681
F9C07_7307	Afu2g11440	AN5872	An02g03400	myID1682
F9C07_7308	Afu2g11450	AN5871	An02g03410	myID1683
F9C07_2255353	Afu2g11460	AN5870	An02g03420	myID1684
F9C07_1452952	Afu2g11470	AN10752	An02g03450	myID1685
F9C07_7312	Afu2g11475	AN10743	An02g03460	myID1686
F9C07_1450726	Afu2g11480	AN5868	An02g03480	myID1687
F9C07_7318	Afu2g11500	AN5866	An02g03510	myID1688
F9C07_2152871	Afu2g11510	AN5865	An02g03520	myID1689
F9C07_7320	Afu2g11520	AN5860	An02g03540	myID1690
F9C07_7321	Afu2g11540	AN5861	An02g03570	myID1691
F9C07_7322	Afu2g11550	AN5862	An02g03580	myID1692
F9C07_7323	Afu2g11560	AN6182	An02g03590	myID1693
F9C07_1452803	Afu2g11570	AN6183	An02g03600	myID1694
F9C07_2211854	Afu2g11600	AN10783	An02g03640	myID1695
F9C07_2282412	Afu2g11640	AN12049	An02g03700	myID1696
F9C07_2282413	Afu2g11650	AN12050	An02g03710	myID1697
F9C07_7331	Afu2g11660	AN6186	An02g03720	myID1698
F9C07_7335	Afu2g11710	AN6190	An02g03728	myID1699
F9C07_7336	Afu2g11720	AN6191	An02g03730	myID1700
F9C07_2152924	Afu2g11730	AN6192	An02g03740	myID1701
F9C07_7339	Afu2g11740	AN6193	An02g03760	myID1702
F9C07_7340	Afu2g11750	AN10778	An02g03770	myID1703
F9C07_1454358	Afu2g11760	AN10788	An02g03780	myID1704
F9C07_7342	Afu2g11770	AN6196	An02g03790	myID1705
F9C07_7346	Afu2g11780	AN6195	An02g03830	myID1706
F9C07_1455856	Afu2g11790	AN6198	An02g03840	myID1707
F9C07_7348	Afu2g11800	AN6199	An02g03850	myID1708
F9C07_1456081	Afu2g11810	AN6200	An02g03860	myID1709
F9C07_2282427	Afu2g11840	AN12054	An02g03940	myID1710
F9C07_2282428	Afu2g11850	AN6202	An02g03950	myID1711
F9C07_7353	Afu2g11860	AN6203	An02g03960	myID1712
F9C07_7355	Afu2g11870	AN10779	An02g03980	myID1713
F9C07_7356	Afu2g11880	AN6206	An02g03990	myID1714
F9C07_1457540	Afu2g11900	AN6207	An02g04000	myID1715
F9C07_2282434	Afu2g11920	AN6208	An02g04010	myID1716
F9C07_1456588	Afu2g11940	AN6209	An02g04020	myID1717
F9C07_2282436	Afu2g11960	AN6210	An02g04030	myID1718
F9C07_2066328	Afu2g11970	AN6211	An02g04040	myID1719
F9C07_7362	Afu2g11990	AN10780	An02g04050	myID1720
F9C07_7363	Afu2g12000	AN10790	An02g04060	myID1721
F9C07_2231368	Afu2g12010	AN10784	An02g04070	myID1722
F9C07_2282440	Afu2g12020	AN10781	An02g04080	myID1723
F9C07_7366	Afu2g12030	AN6214	An02g04100	myID1724
F9C07_7368	Afu2g12050	AN6216	An02g04120	myID1725
F9C07_7369	Afu2g12060	AN6217	An02g04130	myID1726
F9C07_7370	Afu2g12070	AN6218	An02g04140	myID1727
F9C07_2282446	Afu2g12080	AN10782	An02g04160	myID1728
F9C07_7372	Afu2g12100	AN10785	An02g04170	myID1729
F9C07_7373	Afu2g12110	AN10806	An02g04180	myID1730
F9C07_7374	Afu2g12120	AN10798	An02g04190	myID1731
F9C07_2282450	Afu2g12130	AN6312	An02g04200	myID1732
F9C07_2282451	Afu2g12140	AN6311	An02g04210	myID1733
F9C07_7377	Afu2g12150	AN6310	An02g04220	myID1734
F9C07_7378	Afu2g12160	AN6309	An02g04230	myID1735
F9C07_2282454	Afu2g12170	AN6308	An02g04240	myID1736
F9C07_7380	Afu2g12180	AN6307	An02g04250	myID1737
F9C07_2282455	Afu2g12190	AN6306	An02g04260	myID1738
F9C07_2231386	Afu2g12200	AN6305	An02g04270	myID1739
F9C07_7383	Afu2g12210	AN6304	An02g04280	myID1740
F9C07_2153089	Afu2g12220	AN6303	An02g04290	myID1741
F9C07_2282459	Afu2g12230	AN6302	An02g04300	myID1742
F9C07_2282460	Afu2g12250	AN6300	An02g04320	myID1743
F9C07_2153105	Afu2g12260	AN6297	An02g04330	myID1744
F9C07_2282461	Afu2g12300	AN6296	An02g04340	myID1745
F9C07_2153116	Afu2g12310	AN6295	An02g04350	myID1746
F9C07_7390	Afu2g12320	AN6294	An02g04360	myID1747
F9C07_2153141	Afu2g12330	AN6293	An02g04370	myID1748
F9C07_2153330	Afu2g12360	AN6291	An02g04460	myID1749
F9C07_7435	Afu2g12370	AN6290	An02g04480	myID1750
F9C07_2282501	Afu2g12380	AN6289	An02g04500	myID1751
F9C07_2066968	Afu2g12390	AN6288	An02g04510	myID1752
F9C07_2282500	Afu2g12400	AN6287	An02g04520	myID1753
F9C07_2282499	Afu2g12410	AN6286	An02g04540	myID1754
F9C07_7417	Afu2g12420	AN6285	An02g04555	myID1755
F9C07_7416	Afu2g12430	AN6284	An02g04620	myID1756
F9C07_7415	Afu2g12440	AN6283	An02g04630	myID1757
F9C07_2064982	Afu2g12450	AN10797	An02g04640	myID1758
F9C07_7411	Afu2g12490	AN10805	An02g04680	myID1759
F9C07_7406	Afu2g12510	AN6281	An02g04730	myID1760
F9C07_2153189	Afu2g12520	AN6280	An02g04750	myID1761
F9C07_1464377	Afu2g12540	AN6278	An02g01470	myID1762
F9C07_2153365	Afu2g12550	AN6277	An02g01480	myID1763
F9C07_7441	Afu2g12560	AN6276	An02g01490	myID1764
F9C07_1463028	Afu2g12570	AN6275	An02g01500	myID1765
F9C07_7445	Afu2g12580	AN6269	An02g01510	myID1766
F9C07_1463133	Afu2g12590	AN6270	An02g01520	myID1767
F9C07_2282514	Afu2g12600	AN6271	An02g01530	myID1768
F9C07_7449	Afu2g12610	AN6272	An02g01540	myID1769
F9C07_7448	Afu2g12630	AN6273	An02g01550	myID1770
F9C07_1464661	Afu2g12860	AN6268	An02g01570	myID1771
F9C07_2282521	Afu2g12870	AN6267	An02g01580	myID1772
F9C07_2231454	Afu2g12880	AN6266	An02g01590	myID1773
F9C07_7459	Afu2g12890	AN6265	An02g01600	myID1774
F9C07_2282524	Afu2g12910	AN6264	An02g01620	myID1775
F9C07_2282526	Afu2g12920	AN6263	An02g01630	myID1776
F9C07_7463	Afu2g12930	AN6262	An02g01640	myID1777
F9C07_7464	Afu2g12940	AN6261	An02g01650	myID1778
F9C07_2282529	Afu2g12970	AN6258	An02g01680	myID1779
F9C07_2282530	Afu2g12980	AN6257	An02g01690	myID1780
F9C07_2231464	Afu2g12990	AN6256	An02g01700	myID1781
F9C07_7469	Afu2g13000	AN10803	An02g01710	myID1782
F9C07_7470	Afu2g13010	AN6255	An02g01720	myID1783
F9C07_2153423	Afu2g13020	AN6254	An02g01730	myID1784
F9C07_7537	Afu2g13030	AN6253	An02g01740	myID1785
F9C07_7538	Afu2g13040	AN6248	An02g01750	myID1786
F9C07_2282537	Afu2g13060	AN6249	An02g01760	myID1787
F9C07_2231470	Afu2g13070	AN6250	An02g01770	myID1788
F9C07_7473	Afu2g13080	AN6251	An02g01790	myID1789
F9C07_2282534	Afu2g13090	AN6252	An02g01800	myID1790
F9C07_2202181	Afu2g13100	AN6247	An02g01810	myID1791
