Orthogroup	afla	afum	anid	anig
OG0000445	F9C07_11542, F9C07_2070817, F9C07_2231208	Afu2g02950, Afu3g14270	AN2515, AN2801	An07g07300, An09g04070
OG0000446	F9C07_1473852, F9C07_2054448, F9C07_2197480	Afu4g09860	AN12132, AN2422, AN2785, AN5274	An04g07190
OG0000447	F9C07_2213877	Afu7g00550, Afu7g07100	AN10391, AN10397, AN2021, AN6803, AN6960	An11g03460
OG0000448	F9C07_6559, F9C07_9427	Afu3g14620, Afu6g00770	AN12309, AN2534, AN8007	An02g10550, An09g01190
OG0000449	F9C07_2223160, F9C07_2276773, F9C07_2286581, F9C07_9546	Afu1g12600	AN1046	An08g05290, An08g08430, An11g02440
OG0000450	F9C07_1229229, F9C07_2054151	Afu6g07880	AN10288, AN11808, AN4168	An11g02770, An11g03390, An16g00760
OG0000451	F9C07_2133457, F9C07_3031	Afu3g00880, Afu6g07855	AN1941, AN3310	An09g03120, An11g02730, An15g07790
OG0000452	F9C07_2938	Afu2g04540, Afu5g00490	AN10898, AN1866, AN7868	An04g07700, An04g07800, An08g11810
OG0000453	F9C07_1263534	Afu1g03195, Afu1g17710, Afu3g10550, Afu3g10560, Afu3g12890, Afu6g09630	AN4933	An16g04530
OG0000454	F9C07_2198901, F9C07_2286052	Afu1g10700, Afu2g17750	AN0214, AN1209	An01g01040, An08g02790, An18g04960
OG0000455	F9C07_11602, F9C07_1737099	Afu5g09450	AN8815, AN8893	An02g11140, An07g03520, An12g02420, An12g02790
OG0000456	F9C07_11817	Afu3g06620, Afu5g00200	AN3494, AN4776	An04g08490, An11g09680, An15g05220, An18g00880
OG0000457		Afu2g07930	AN0263, AN0683, AN2628, AN3048, AN4335, AN7968, AN8186, AN9381	
OG0000458			AN0522, AN1130, AN12284, AN3267, AN3543, AN3892, AN8300, AN8452, AN9003	
OG0000459			AN11217, AN12333, AN3254, AN3491, AN7200, AN7585, AN8095, AN8459, AN9382	
OG0000460			AN11623, AN11670, AN2630, AN5264, AN6691, AN7078, AN8573, AN8574, AN8575	
OG0000461				An03g05360, An04g09420, An07g04980, An08g00220, An14g02720, An14g07130, An15g05540, An16g00350, An16g07680
OG0000462	F9C07_12717, F9C07_1910880, F9C07_2285844	Afu7g06950, Afu8g02470		An03g00350, An03g06330, An05g02580
OG0000463	F9C07_10366, F9C07_12157, F9C07_2108219, F9C07_2199650, F9C07_2199713, F9C07_2287656		AN10386, AN3323	
OG0000464	F9C07_2068, F9C07_2283158, F9C07_2286918	Afu4g10930	AN10723	An04g05740, An12g03240, An16g01190
OG0000465	F9C07_12259, F9C07_2287226		AN3384	An01g12130, An09g01800, An12g00930, An12g02020, An16g02350
OG0000466	F9C07_1003558, F9C07_1917389, F9C07_9039	Afu5g12480	AN0052, AN11207	An12g07490, An14g06740
OG0000467	F9C07_2278097, F9C07_2287023, F9C07_7804		AN10704, AN7808, AN9210	An02g10940, An12g02080
OG0000468	F9C07_2228281, F9C07_2287032	Afu3g07860, Afu4g14070	AN2955, AN8369	An02g11400, An12g10440
OG0000469	F9C07_1588, F9C07_2287093, F9C07_2287239, F9C07_8291	Afu1g10890, Afu6g07260	AN1186	An08g03150
OG0000470	F9C07_12435, F9C07_2286548	Afu1g17520, Afu3g06820	AN4792, AN8317	An11g09520, An12g06290
OG0000471	F9C07_2227121, F9C07_2263730			An04g02740, An11g02060, An11g07140, An11g08650, An12g01420, An12g03730
OG0000472	F9C07_2110520, F9C07_2280575	Afu1g01500, Afu2g00460, Afu3g02580	AN5653	An03g02480, An03g06260
OG0000473	F9C07_2068368, F9C07_2279519, F9C07_2282316, F9C07_2287154	Afu2g02690, Afu3g02160	AN4558	An07g07050
OG0000474	F9C07_2125320, F9C07_2259076, F9C07_2263829	Afu2g00550, Afu7g08575	AN0587	An11g08220, An16g05270
OG0000475	F9C07_12594, F9C07_2104861, F9C07_2285741, F9C07_4169	Afu5g02320, Afu5g09930	AN1849	An12g10080
OG0000476	F9C07_12604	Afu7g05120		An01g07700, An04g02930, An08g09720, An11g00060, An16g05920, An17g00590
OG0000477	F9C07_10769, F9C07_12615, F9C07_2287518	Afu3g01560, Afu5g04260	AN8279	An09g06730, An13g03650
OG0000478	F9C07_2205858, F9C07_2280332, F9C07_5196, F9C07_7572	Afu1g01940	AN8644	An04g08240, An08g09950
OG0000479	F9C07_11059, F9C07_12645	Afu1g05360	AN3895, AN6798	An02g10150, An05g02530, An18g04200
OG0000480	F9C07_1580780, F9C07_1640367, F9C07_1647195, F9C07_1934447, F9C07_2203849, F9C07_2234042, F9C07_3529, F9C07_8061			
OG0000481	F9C07_2054772, F9C07_2216492, F9C07_8977	Afu2g09370, Afu5g00630	AN7832	An12g10770, An16g05660
OG0000482	F9C07_1937495, F9C07_2283900	Afu7g00450, Afu8g04860	AN1490, AN6471, AN6754	An02g00120
OG0000483	F9C07_2287375		AN2396, AN8988	An01g03940, An01g12110, An06g00840, An12g06590, An15g04620
OG0000484	F9C07_1000757, F9C07_12889, F9C07_2100705, F9C07_2174423, F9C07_6770	Afu6g14300	AN8967	An08g08070
OG0000485	F9C07_1938016, F9C07_1981, F9C07_6697	Afu4g10090, Afu6g00412	AN2043	An04g06970, An16g01920
OG0000486	F9C07_12769, F9C07_486	Afu7g06400, Afu8g05910	AN2542, AN3337, AN6748, AN8453	
OG0000487	F9C07_1938213, F9C07_2235246, F9C07_2285684	Afu3g00800	AN2655, AN6935, AN9499	An12g09480
OG0000488	F9C07_2282180, F9C07_2286520, F9C07_2287421, F9C07_2287550	Afu6g00630	AN11153	An03g02120, An18g01220
OG0000489	F9C07_12808, F9C07_8135	Afu1g12240, Afu8g02550	AN1073, AN8903	An03g06660, An08g04600
OG0000490	F9C07_12811, F9C07_2870	Afu2g00690, Afu3g00610, Afu4g10140	AN11143, AN7402	An03g06550
OG0000491	F9C07_13301, F9C07_2284530	Afu1g01310, Afu8g04210	AN1433	An08g11860, An13g01880, An16g08870
OG0000492	F9C07_2110960, F9C07_7207	Afu2g02810, Afu3g01950	AN4540, AN8406	An07g07160, An13g03970
OG0000493	F9C07_1723561, F9C07_2287553	Afu3g00100	AN2566, AN3291	An12g05210, An12g10150, An13g03560
OG0000494	F9C07_2200606, F9C07_2206103, F9C07_2279334	Afu1g16920, Afu3g02090	AN2359, AN8401	An01g09960
OG0000495	F9C07_2100, F9C07_2285068, F9C07_2287560	Afu4g11260	AN9474	An04g05380, An07g00030, An15g04210
OG0000496	F9C07_2206117, F9C07_5640, F9C07_6894	Afu2g02130, Afu8g00590	AN4592	An07g06770, An16g06350
OG0000497	F9C07_1954468, F9C07_2278199			An01g00310, An02g10090, An08g08360, An08g08380, An11g00960, An12g00970
OG0000498	F9C07_2065606, F9C07_2237211, F9C07_6290	Afu5g07330	AN2237	An03g05200, An06g00310, An17g00760
OG0000499	F9C07_2175396	Afu3g02180, Afu3g03420, Afu3g13730, Afu6g09610, Afu6g12050	AN6236	An03g03520
OG0000500	F9C07_1801915, F9C07_2278533, F9C07_2287614, F9C07_28	Afu2g00250	AN2678, AN3292, AN8419	
OG0000501	F9C07_1955230, F9C07_2063930, F9C07_2282123	Afu4g05860	AN11251, AN4297	An04g00060, An11g08840
OG0000502	F9C07_2287635, F9C07_464	Afu2g01770, Afu2g14840	AN2175, AN7408	An07g00450, An11g05580
OG0000503	F9C07_1171758, F9C07_13114, F9C07_2066352, F9C07_2102852, F9C07_2129053, F9C07_2167354, F9C07_2206388, F9C07_9569			
OG0000504	F9C07_13017, F9C07_1464	Afu3g08250, Afu6g13630	AN2941, AN5437	An02g11860, An08g08620
OG0000505	F9C07_2135932, F9C07_2287724	Afu6g13490, Afu8g06020	AN5447, AN7278	An08g08840, An15g04770
OG0000506	F9C07_12984, F9C07_1638291	Afu6g13830	AN3312, AN8110	An08g08480, An08g09360, An16g06270
OG0000507	F9C07_2077039, F9C07_8240	Afu1g11560, Afu3g03510, Afu3g14820	AN1140	An04g08090, An08g03840
OG0000508	F9C07_12898, F9C07_2218940, F9C07_2284318, F9C07_6864, F9C07_8509	Afu7g01730	AN11161	An12g00910
OG0000509	F9C07_1801375, F9C07_2076771, F9C07_2226781, F9C07_2279286			An01g01420, An02g10960, An07g02390, An12g05390
OG0000510	F9C07_1357121, F9C07_1379729, F9C07_5199	Afu3g07625	AN11765	An02g12900, An04g10150, An12g02680
OG0000511	F9C07_2234026, F9C07_2280535			An01g06790, An04g00900, An06g00010, An07g01930, An07g04960, An12g06770
OG0000512	F9C07_2283988, F9C07_5313	Afu3g02175	AN7973	An01g01470, An03g06600, An08g09780, An08g11970
OG0000513	F9C07_2200075, F9C07_2280571	Afu4g03370, Afu5g06230	AN10905, AN2287	An14g01850, An17g01540
OG0000514	F9C07_1096662, F9C07_2280597	Afu3g08930, Afu4g03490	AN11698, AN7159	An14g02470, An16g02250
OG0000515	F9C07_2279594, F9C07_2280662, F9C07_2286779, F9C07_8088	Afu2g18000, Afu3g09150, Afu8g01550	AN1822	
OG0000516	F9C07_1138010, F9C07_2065359, F9C07_5470	Afu4g03710, Afu6g03530	AN6654	An14g01460, An15g01850
OG0000517	F9C07_2226062, F9C07_2280756, F9C07_8010	Afu3g10770, Afu5g05640	AN4912	An02g06440, An18g02000
OG0000518	F9C07_1162586, F9C07_1734300, F9C07_1848969, F9C07_2161170	Afu6g00200	AN7332, AN8508	An14g04000
OG0000519	F9C07_1711298, F9C07_2200857, F9C07_2285042	Afu2g01940	AN4574	An01g12270, An07g05670, An16g01120
OG0000520	F9C07_5748	Afu5g00150	AN3396, AN8513	An01g11790, An02g10140, An09g02310, An09g05110
OG0000521	F9C07_1960, F9C07_5753	Afu2g10360, Afu4g09840	AN1857, AN5952	An04g07200, An16g04630
OG0000522	F9C07_1801505, F9C07_2029943, F9C07_2235359, F9C07_4131	Afu1g07520	AN5123	An07g10090, An16g00200
OG0000523	F9C07_1033264, F9C07_5917	Afu2g09110	AN3897, AN6075	An04g04370, An08g07740, An13g02640
OG0000524	F9C07_1063411, F9C07_2229854	Afu1g02150, Afu2g08250	AN0351, AN6792	An01g06110, An15g07390
OG0000525	F9C07_1885513	Afu2g08040, Afu7g08250	AN5849	An05g00605, An06g02450, An07g07640, An08g11770
OG0000526	F9C07_1321, F9C07_2281148	Afu2g07810, Afu3g09320	AN10745, AN3058	An05g00410, An16g02970
OG0000527	F9C07_1510105, F9C07_3192	Afu3g12720, Afu5g06720	AN2958, AN3115	An02g08690, An02g11260
OG0000528	F9C07_1508127, F9C07_2127657, F9C07_3198, F9C07_4558	Afu6g03700	AN10083	An01g11620, An15g01810
OG0000529	F9C07_1065528, F9C07_3587	Afu1g14190, Afu5g00975	AN0759, AN10907	An01g12200, An15g04960
OG0000530	F9C07_2277015, F9C07_2283359	Afu1g06700, Afu3g14140	AN2503, AN5712	An09g04470, An18g05760
OG0000531	F9C07_1526744, F9C07_2285150	Afu5g01440, Afu6g02280	AN8080, AN8692	An12g08570, An16g00920
OG0000532	F9C07_1581517, F9C07_2281594, F9C07_2283377, F9C07_2286584		AN7789, AN8476	An04g03100, An13g02260
OG0000533	F9C07_3854, F9C07_7297	Afu1g12650, Afu2g11350	AN1050, AN5878	An02g03320, An08g05400
OG0000534	F9C07_1534873, F9C07_2284596	Afu3g00480, Afu3g12830	AN3125, AN7377, AN7775	An02g08845
OG0000535	F9C07_1537339, F9C07_1585098	Afu5g13790, Afu7g06280	AN3300, AN5412	An04g04690, An13g01580
OG0000536	F9C07_10494, F9C07_1547559, F9C07_2135900	Afu6g07130, Afu7g00770	AN2782, AN5182	An07g09400
OG0000537	F9C07_2235346, F9C07_4072	Afu6g07070, Afu6g11610	AN0494, AN5176	An01g11660, An07g09330
OG0000538	F9C07_2278266, F9C07_4078	Afu4g09710, Afu6g07010	AN1848, AN5170	An04g07400, An07g09410
OG0000539	F9C07_10753, F9C07_1237970	Afu5g04130	AN1867, AN8261	An01g05450, An09g06530, An11g03100
OG0000540	F9C07_10699, F9C07_11917	Afu3g07110, Afu5g03530, Afu7g05140, Afu8g00700	AN11059	An09g05920
OG0000541	F9C07_10688, F9C07_6425	Afu2g01030, Afu5g03420	AN12404, AN8899	An09g05780, An10g00520
OG0000542	F9C07_1579924, F9C07_8158	Afu1g12190, Afu5g02850	AN10146, AN5068	An08g04540, An09g04820
OG0000543	F9C07_2056277, F9C07_2069994, F9C07_2281495, F9C07_7757	Afu2g05360	AN10957, AN9043	An11g00810
OG0000544	F9C07_2069108	Afu3g01780	AN10671, AN5434, AN6808, AN8356	An01g00630, An02g12820
OG0000545	F9C07_2283892, F9C07_6677	Afu7g00170	AN11194, AN12402, AN6784, AN8514	An13g01840
OG0000546	F9C07_10218, F9C07_2231714, F9C07_2233211	Afu3g01200, Afu3g15100		An07g00220, An09g00440, An11g03090
OG0000547	F9C07_10355, F9C07_1703367	Afu5g12510, Afu6g13920	AN0054	An04g04330, An11g09710, An14g06700
OG0000548	F9C07_2068445	Afu2g16650, Afu8g04870	AN10927, AN3524, AN8642	An04g08670, An12g07740
OG0000549	F9C07_10268, F9C07_1106538, F9C07_2285428	Afu3g07900, Afu8g00900	AN2952	An02g11330, An03g05560
OG0000550	F9C07_2107254, F9C07_2975	Afu2g04330	AN1881	An03g00530, An03g06690, An11g03150, An16g00390
OG0000551	F9C07_10166, F9C07_2227283, F9C07_2278848	Afu1g13760, Afu4g00490, Afu4g14350	AN2658	An09g01580
OG0000552	F9C07_2277705, F9C07_2284175, F9C07_2284707	Afu3g10310	AN4956	An01g09250, An03g00480, An16g04170
OG0000553	F9C07_2278295, F9C07_4686, F9C07_50	Afu1g01550	AN8337	An01g01620, An12g10320, An15g07190
OG0000554	F9C07_2278551, F9C07_8730	Afu3g02300	AN11221, AN6026, AN9277	An01g01530, An07g05040
OG0000555	F9C07_2235753, F9C07_4600, F9C07_72	Afu3g05420	AN3461, AN5298	An11g11230, An18g00070
OG0000556	F9C07_1947, F9C07_2204731, F9C07_2251465, F9C07_243	Afu8g06760	AN10862	An01g06940, An01g08550
OG0000557	F9C07_2093803, F9C07_2278709	Afu4g00530	AN7637, AN9200	An08g08230, An08g11390, An08g12160
OG0000558	F9C07_2059621, F9C07_2142247, F9C07_2168784	Afu2g17650, Afu4g13340	AN1950	An01g06610, An01g09050
OG0000559	F9C07_2082398	Afu6g12090, Afu8g01020		An01g02130, An02g12950, An11g08370, An11g08520, An12g05600
OG0000560	F9C07_2251537, F9C07_2278912, F9C07_2282381, F9C07_9346	Afu2g00480, Afu2g11250	AN11205, AN5887	
OG0000561	F9C07_2102336, F9C07_2199375, F9C07_2279990	Afu3g07990, Afu8g02180	AN2962	An09g02550, An16g02000
OG0000562	F9C07_5065, F9C07_541, F9C07_9341	Afu6g02580	AN11075, AN3528, AN7574	An04g09610
OG0000563	F9C07_2181699, F9C07_6516	Afu8g04920	AN11170, AN2618, AN5488	An12g10470, An18g01890
OG0000564	F9C07_2221201, F9C07_2227950	Afu2g00340, Afu2g00350	AN10333, AN1583	An02g12680, An12g10510
OG0000565	F9C07_1153, F9C07_1400	Afu3g08960, Afu4g03260, Afu4g03270	AN3017	An12g08930, An16g02170
OG0000566	F9C07_1327, F9C07_2231742	Afu3g09250	AN3053, AN6948	An12g09850, An15g05350, An16g02850
OG0000567	F9C07_1445, F9C07_2282446	Afu2g12080, Afu3g08430	AN10782, AN2977	An02g04160, An02g12070
OG0000568	F9C07_2277322, F9C07_2279779	Afu6g07520, Afu6g08320	AN3931, AN5217	An07g08890, An11g01750
OG0000569	F9C07_1448350, F9C07_1448417, F9C07_1586, F9C07_2284423	Afu6g00290, Afu6g00390	AN5193	An07g09180
OG0000570	F9C07_2279996, F9C07_4442	Afu1g06550, Afu4g00550	AN3503, AN7157	An03g05250, An18g05610
OG0000571	F9C07_2102639, F9C07_3110, F9C07_4218	Afu4g00485, Afu5g00900, Afu6g06860	AN5755	An18g06110
OG0000572	F9C07_10965, F9C07_2252	Afu1g04100, Afu6g01850	AN8567, AN8649	An01g02930, An12g09280
OG0000573	F9C07_10967, F9C07_2276799, F9C07_7918	Afu6g01900	AN2629, AN8660	An01g13740, An12g06490
OG0000574	F9C07_11074, F9C07_2285856, F9C07_2919	Afu1g05520	AN0613, AN10599	An04g02760, An18g04330
OG0000575	F9C07_11099, F9C07_4869	Afu1g03150, Afu1g05720, Afu5g10350	AN4094	An01g07000, An18g03480
OG0000576	F9C07_11138, F9C07_2108270, F9C07_8152		AN1885, AN2402, AN8937	An05g02060, An09g01210
OG0000577	F9C07_11143	Afu4g12880	AN0612, AN3590, AN5424, AN7906	An01g08440, An13g02980
OG0000578	F9C07_11175, F9C07_2197568, F9C07_8286	Afu1g10910, Afu7g00250	AN1182, AN6838	An08g03190
OG0000579	F9C07_2249, F9C07_2280254	Afu1g04120, Afu6g12250	AN10495, AN5669	An01g03000, An06g01370
OG0000580	F9C07_1178995, F9C07_1289606, F9C07_4186	Afu3g12130, Afu4g00190	AN5027	An02g07940, An11g08400
OG0000581	F9C07_1757025, F9C07_4210, F9C07_7017	Afu1g13000, Afu7g03950	AN10534, AN7218	An13g00410
OG0000582	F9C07_2370, F9C07_4257	Afu1g05290, Afu2g14360	AN0245, AN2385	An01g04560, An02g00850
OG0000583	F9C07_4279, F9C07_9731	Afu3g02540, Afu5g00145, Afu6g11710, Afu7g08440	AN9006	An09g05330
OG0000584	F9C07_2230610, F9C07_2284783, F9C07_7102	Afu5g07170, Afu8g02290	AN2225, AN2506	An17g00550
OG0000585	F9C07_1393570	Afu3g01310		An02g01060, An02g01130, An11g09410, An13g03430, An15g02550, An15g04190
OG0000586	F9C07_1395185, F9C07_1761657	Afu3g14690		An04g01140, An06g02230, An11g05560, An12g00920, An18g02320
OG0000587	F9C07_2065079	Afu4g05970, Afu6g07240	AN12152, AN3228, AN9259	An01g00870, An04g00170
OG0000588	F9C07_7139, F9C07_9976	Afu1g11250, Afu6g09600	AN11679, AN7529	An02g00990, An11g07760
OG0000589	F9C07_1474933, F9C07_1667711	Afu6g04800	AN6548, AN7925	An08g01020, An15g00500, An16g02880
OG0000590	F9C07_2221183, F9C07_2276617	Afu5g01248	AN3243, AN8549	An01g00610, An11g08150, An11g08790
OG0000591	F9C07_2282838, F9C07_6522		AN3601	An01g11270, An08g09710, An10g00120, An12g10050, An14g01235
OG0000592	F9C07_1634772	Afu6g00330	AN1590, AN3614, AN7092	An01g02260, An02g04790, An07g04490
OG0000593	F9C07_2278373, F9C07_2284554	Afu4g01020	AN2363, AN3214, AN9048	An12g10550, An18g01860
OG0000594	F9C07_2203772, F9C07_2224872, F9C07_8519	Afu1g13360, Afu3g14640, Afu7g01790	AN9133	An12g00870
OG0000595	F9C07_1641622, F9C07_1760061, F9C07_2277435	Afu7g01680	AN7203	An06g00830, An09g01620, An12g01030
OG0000596	F9C07_2192572	Afu1g03370, Afu4g01590, Afu4g01600		An06g00780, An07g01270, An08g07440, An12g01770
OG0000597	F9C07_2146, F9C07_2285225, F9C07_9141	Afu2g03720, Afu3g07430	AN3814, AN8605	An07g08300
OG0000598	F9C07_2071850, F9C07_2099635	Afu2g03290, Afu6g06750	AN4501, AN5744	An07g07760, An18g06270
OG0000599	F9C07_1283180, F9C07_9469	Afu3g03700, Afu3g11790	AN2869	An02g07610, An07g04860, An11g05070
OG0000600	F9C07_2089, F9C07_2276722	Afu4g11150, Afu6g14420	AN2810, AN5619	An04g05530, An15g03750
OG0000601	F9C07_2225091	Afu6g08000	AN3957, AN4195, AN8303, AN8777	An09g01020, An11g02980
OG0000602	F9C07_2253617, F9C07_2277040	Afu3g02520	AN3884	An02g00420, An03g05120, An04g10000, An07g00150
OG0000603	F9C07_2225425, F9C07_9873	Afu2g05640, Afu6g08540	AN3911, AN7478	An02g14070, An11g01490
OG0000604	F9C07_2127097	Afu1g16160, Afu2g05380, Afu6g09350, Afu6g12160, Afu8g06930	AN7507, AN8590	
OG0000605	F9C07_2206, F9C07_3020	Afu1g03610	AN4051	An01g14640, An09g00320, An13g03950, An18g04090
OG0000606	F9C07_1889, F9C07_2949	Afu2g04533, Afu5g01990	AN1863, AN8043	An11g03770, An16g01850
OG0000607	F9C07_1702, F9C07_8522	Afu5g01662, Afu7g01820	AN10906, AN11169	An04g09760, An12g00830
OG0000608	F9C07_11593, F9C07_11766	Afu2g17500, Afu8g01780	AN11114	An01g14550, An16g00550, An18g01740
OG0000609			AN2587, AN3395, AN4213, AN5639, AN6415, AN7400, AN9036, AN9444	
OG0000610			AN0481, AN0539, AN3325, AN3525, AN7129, AN7397	An11g05420, An11g07810
OG0000611	F9C07_12161, F9C07_2064526, F9C07_507	Afu7g06090, Afu7g06100	AN6752, AN6765	
OG0000612	F9C07_1178338, F9C07_12169			An01g09070, An01g10470, An07g06910, An09g04030, An15g05830
OG0000613	F9C07_12183, F9C07_1734191, F9C07_2203987, F9C07_2235862, F9C07_3373	Afu7g04890		An13g00730
OG0000614	F9C07_12213, F9C07_2228668, F9C07_2231270	Afu4g12320	AN3661, AN8025	An01g07625
OG0000615	F9C07_1047616, F9C07_1510834, F9C07_2205612, F9C07_2247592, F9C07_5305	Afu2g12820		An06g00970
OG0000616	F9C07_12262, F9C07_12269, F9C07_2276846, F9C07_2430, F9C07_618, F9C07_7887		AN9052	
OG0000617	F9C07_12270, F9C07_2233371	Afu2g00940	AN2115, AN7385	An04g10280, An14g01880
OG0000618	F9C07_2056361, F9C07_2073879, F9C07_2172991	Afu5g00830, Afu6g03380		An06g00150, An11g04090
OG0000619	F9C07_12336, F9C07_2167734, F9C07_2286783, F9C07_5825, F9C07_9285		AN7937	An09g00630
OG0000620	F9C07_2110400	Afu4g14080, Afu4g14085	AN8367, AN8368	An12g10420, An12g10430
OG0000621	F9C07_12348, F9C07_2230483, F9C07_8626	Afu3g00310, Afu7g01240	AN8363	An12g01910
OG0000622	F9C07_12874, F9C07_2287061	Afu5g01170, Afu7g01470	AN3412	An09g02510, An12g01340
OG0000623	F9C07_10799, F9C07_12376	Afu5g05560, Afu8g00595	AN3964, AN8861	An17g02287
OG0000624	F9C07_12394, F9C07_1583223, F9C07_7082	Afu4g02790, Afu5g02350	AN8024	An02g10460
OG0000625	F9C07_2205736, F9C07_2287764	Afu6g14120	AN10664	An01g01370, An06g01030, An12g10340
OG0000626	F9C07_11501, F9C07_1480307, F9C07_1826748, F9C07_1923942, F9C07_2259388, F9C07_4817	Afu4g08850		
OG0000627	F9C07_2287104, F9C07_2287240, F9C07_2287256		AN2186	An05g02480, An12g09760, An12g10180
OG0000628	F9C07_1603245, F9C07_1634165, F9C07_2110490	Afu6g11870	AN11794	An01g06760, An11g01420
OG0000629	F9C07_1925653, F9C07_1925659, F9C07_2203460	Afu5g01040	AN6450	An16g06440, An16g06450
OG0000630	F9C07_12475, F9C07_1360142	Afu4g00200	AN2029, AN2837, AN5263, AN5509	
OG0000631	F9C07_2287160, F9C07_5529	Afu1g14380	AN10122, AN10690	An03g02840, An12g05100
OG0000632	F9C07_2287176, F9C07_6387	Afu1g02970, Afu2g00770, Afu6g14510	AN10988	An14g03640
OG0000633	F9C07_12541, F9C07_2101502, F9C07_2280799		AN2319, AN4575	An07g05660, An14g04210
OG0000634	F9C07_1927746, F9C07_2578	Afu3g10660, Afu8g07210	AN4923	An02g06320, An07g04260
OG0000635	F9C07_12567, F9C07_2280155	Afu5g10290	AN1888, AN2334	An05g02040, An14g04410
OG0000636	F9C07_2070390, F9C07_2236829, F9C07_2282197	Afu7g00930		An02g00470, An06g02290, An14g05870
OG0000637	F9C07_1642487, F9C07_2287284, F9C07_4823	Afu3g00840	AN10930, AN4363	An03g00460
OG0000638	F9C07_1474347, F9C07_1935192	Afu8g02040	AN1620, AN2626	An03g01090, An05g02320
OG0000639	F9C07_12683, F9C07_145, F9C07_1536836, F9C07_2078159, F9C07_2281774, F9C07_2284527	Afu7g04920		
OG0000640	F9C07_1730715, F9C07_2154212, F9C07_2264035		AN11223	An06g02570, An09g00800, An13g03590
OG0000641	F9C07_12821, F9C07_2200413, F9C07_2237236	Afu8g02640	AN8894	An03g06230, An03g06760
OG0000642	F9C07_2226817, F9C07_2227460, F9C07_2264217	Afu8g05760	AN1563	An15g04440, An15g04660
OG0000643	F9C07_13048, F9C07_1953223, F9C07_2197643, F9C07_2284567		AN7316, AN9027	An02g01110
OG0000644	F9C07_129, F9C07_13221	Afu7g04190	AN5688, AN7375	An02g04530, An13g00740
OG0000645	F9C07_1953562, F9C07_5279, F9C07_7614	Afu8g01810	AN6621, AN7403	An05g02280
OG0000646	F9C07_2237186, F9C07_2283389	Afu3g08490, Afu5g01430	AN6796	An14g02840, An16g00930
OG0000647	F9C07_13168, F9C07_1807954, F9C07_2286603		AN9226	An11g00050, An12g07230, An13g03040
OG0000648	F9C07_2200595, F9C07_2287616, F9C07_7262	Afu2g10960	AN5913	An02g02870, An14g02160
OG0000649	F9C07_2232558, F9C07_2287634	Afu7g06320	AN10517, AN9516	An08g01920, An12g10750
OG0000650	F9C07_1015060, F9C07_2062115, F9C07_2287650	Afu1g03260, Afu4g04250	AN7027	An14g00590
OG0000651	F9C07_1382388, F9C07_2072709, F9C07_2237645, F9C07_2287664			An14g01200, An16g01070, An18g00060
OG0000652	F9C07_2074208, F9C07_2162202, F9C07_2237337	Afu5g09600	AN4811, AN8801	An07g03290
OG0000653	F9C07_12982, F9C07_2239639, F9C07_2283076	Afu6g13820	AN5402	An07g06720, An08g08490
OG0000654	F9C07_2264809, F9C07_2276798, F9C07_2276824	Afu6g13900	AN5376	An08g08300, An11g08330
OG0000655	F9C07_12872, F9C07_2107649		AN2818	An04g09960, An07g00580, An12g03370, An18g00460
OG0000656	F9C07_2060008, F9C07_2280442, F9C07_6631		AN11840, AN7874	An09g01760, An16g02300
OG0000657	F9C07_2282097, F9C07_5187	Afu4g06170	AN4324	An04g00480, An05g01080, An12g06630
OG0000658	F9C07_1832455, F9C07_2281241, F9C07_6948	Afu4g04210	AN7035	An14g00620, An17g00390
OG0000659	F9C07_2280458, F9C07_9928		AN8646	An01g14780, An14g07180, An16g06240, An18g01100
OG0000660	F9C07_2749, F9C07_5207	Afu3g15090, Afu6g13180	AN2494, AN5492	An08g10280
OG0000661	F9C07_2062318, F9C07_7511	Afu2g13300, Afu5g01480	AN10795, AN6721	An16g00890
OG0000662	F9C07_1287952, F9C07_2062254, F9C07_2087557, F9C07_2226695, F9C07_2276890, F9C07_2285757			An16g02230
OG0000663	F9C07_2280513	Afu2g05150, Afu4g03240	AN10311, AN10326, AN8484	An14g02100
OG0000664	F9C07_1759801, F9C07_2071321, F9C07_2280412, F9C07_5272			An06g00710, An16g02560, An16g06750
